Genes	monophyletic_group_code	Species
SPER_0002259201, SPER_0003908401	F15399_SPE_G1	S. erinaceieuropaei
SPER_0000054201, SPER_0003964201	F15422_SPE_G1	S. erinaceieuropaei
SPER_0000482701, SPER_0002917601	F15437_SPE_G1	S. erinaceieuropaei
SPER_0000964101, SPER_0003261601	F15457_SPE_G1	S. erinaceieuropaei
SPER_0002300401, SPER_0003527901	F15462_SPE_G1	S. erinaceieuropaei
SPER_0000981801, SPER_0003724601	F15505_SPE_G1	S. erinaceieuropaei
SPER_0002730201, SPER_0003804701	F15508_SPE_G1	S. erinaceieuropaei
SPER_0000567501, SPER_0000429801, SPER_0000048301	F15513_SPE_G1	S. erinaceieuropaei
SPER_0002333001, SPER_0003212301	F15514_SPE_G1	S. erinaceieuropaei
SPER_0000102501, SPER_0001760601	F15529_SPE_G1	S. erinaceieuropaei
SPER_0000084801, SPER_0001023101, SPER_0003045501	F15534_SPE_G1	S. erinaceieuropaei
SPER_0003221701, SPER_0002336301, SPER_0002383301	F15535_SPE_G1	S. erinaceieuropaei
SPER_0000541501, SPER_0001672901	F15539_SPE_G1	S. erinaceieuropaei
SPER_0000141301, SPER_0003279201	F15571_SPE_G1	S. erinaceieuropaei
SPER_0002582701, SPER_0003803501	F15597_SPE_G1	S. erinaceieuropaei
SPER_0002929301, SPER_0003121201	F15598_SPE_G1	S. erinaceieuropaei
SPER_0001033101, SPER_0003244601	F15721_SPE_G1	S. erinaceieuropaei
SPER_0001215501, SPER_0001957401	F15767_SPE_G1	S. erinaceieuropaei
SPER_0000497601, SPER_0001871101	F15826_SPE_G1	S. erinaceieuropaei
SPER_0000667301, SPER_0002345201	F15846_SPE_G1	S. erinaceieuropaei
SPER_0000146001, SPER_0000494401, SPER_0000512101	F15852_SPE_G1	S. erinaceieuropaei
SPER_0002698001, SPER_0002829501	F15853_SPE_G1	S. erinaceieuropaei
SPER_0000717101, SPER_0002276101, SPER_0001926901	F15863_SPE_G1	S. erinaceieuropaei
SPER_0001457801, SPER_0002342501	F16045_SPE_G1	S. erinaceieuropaei
SPER_0002239801, SPER_0002655401	F16461_SPE_G1	S. erinaceieuropaei
SPER_0001390401, SPER_0003643301, SPER_0003866301	F17110_SPE_G1	S. erinaceieuropaei
SPER_0001690201, SPER_0003353801	F17347_SPE_G1	S. erinaceieuropaei
SPER_0001073401, SPER_0001773701	F17377_SPE_G1	S. erinaceieuropaei
SPER_0001221401, SPER_0003484101	F17480_SPE_G1	S. erinaceieuropaei
SPER_0001335201, SPER_0003736301	F17534_SPE_G1	S. erinaceieuropaei
SPER_0002736801, SPER_0003190001	F18105_SPE_G1	S. erinaceieuropaei
SPER_0003451101, SPER_0003677701	F18199_SPE_G1	S. erinaceieuropaei
SPER_0001654601, SPER_0002068201, SPER_0003829201	F18220_SPE_G1	S. erinaceieuropaei
SPER_0003062201, SPER_0003571601	F18230_SPE_G1	S. erinaceieuropaei
SPER_0000025901, SPER_0000161001, SPER_0001332901	F18246_SPE_G1	S. erinaceieuropaei
SPER_0002703701, SPER_0000886501	F18257_SPE_G1	S. erinaceieuropaei
SPER_0001517201, SPER_0003937101, SPER_0003925201	F18259_SPE_G1	S. erinaceieuropaei
SPER_0001356901, SPER_0000000701	F18261_SPE_G1	S. erinaceieuropaei
SPER_0001045501, SPER_0000001501	F18262_SPE_G1	S. erinaceieuropaei
SPER_0002982801, SPER_0001085301, SPER_0001918601, SPER_0001075401, SPER_0003336501, SPER_0001739701, SPER_0002467901, SPER_0003175801, SPER_0000001601, SPER_0003539801, SPER_0002610601, SPER_0003189301, SPER_0003308301, SPER_0002886001, SPER_0002327401, SPER_0001184601, SPER_0002868901, SPER_0002873701, SPER_0001829401, SPER_0003247001, SPER_0000245501	F18263_SPE_G1	S. erinaceieuropaei
SPER_0000002401, SPER_0001113901	F18264_SPE_G1	S. erinaceieuropaei
SPER_0000003301, SPER_0003094201	F18265_SPE_G1	S. erinaceieuropaei
SPER_0001363401, SPER_0000004001, SPER_0002038601	F18266_SPE_G1	S. erinaceieuropaei
SPER_0001113201, SPER_0000004501	F18267_SPE_G1	S. erinaceieuropaei
SPER_0001111901, SPER_0000005701	F18268_SPE_G1	S. erinaceieuropaei
SPER_0001528001, SPER_0000005801	F18269_SPE_G1	S. erinaceieuropaei
SPER_0000006301, SPER_0001444301	F18270_SPE_G1	S. erinaceieuropaei
SPER_0003955701, SPER_0000006701	F18271_SPE_G1	S. erinaceieuropaei
SPER_0002106201, SPER_0000007301	F18272_SPE_G1	S. erinaceieuropaei
SPER_0001632701, SPER_0000008101	F18273_SPE_G1	S. erinaceieuropaei
SPER_0002707301, SPER_0000008301	F18274_SPE_G1	S. erinaceieuropaei
SPER_0002387801, SPER_0000009501	F18275_SPE_G1	S. erinaceieuropaei
SPER_0000009901, SPER_0003798401	F18276_SPE_G1	S. erinaceieuropaei
SPER_0000010101, SPER_0002336101	F18277_SPE_G1	S. erinaceieuropaei
SPER_0000010301, SPER_0001032701	F18278_SPE_G1	S. erinaceieuropaei
SPER_0000010401, SPER_0000919401	F18279_SPE_G1	S. erinaceieuropaei
SPER_0003785601, SPER_0000011001	F18280_SPE_G1	S. erinaceieuropaei
SPER_0000011501, SPER_0003699301	F18281_SPE_G1	S. erinaceieuropaei
SPER_0002067901, SPER_0000011701	F18282_SPE_G1	S. erinaceieuropaei
SPER_0001071401, SPER_0000012301	F18283_SPE_G1	S. erinaceieuropaei
SPER_0001493501, SPER_0002351001, SPER_0002317601, SPER_0000301001, SPER_0002949601, SPER_0000012801, SPER_0001553301, SPER_0003067801	F18284_SPE_G1	S. erinaceieuropaei
SPER_0003966501, SPER_0000012901	F18285_SPE_G1	S. erinaceieuropaei
SPER_0000013301, SPER_0003297801	F18286_SPE_G1	S. erinaceieuropaei
SPER_0001493101, SPER_0000016201	F18287_SPE_G1	S. erinaceieuropaei
SPER_0000016601, SPER_0000872201	F18288_SPE_G1	S. erinaceieuropaei
SPER_0001509601, SPER_0000018001	F18289_SPE_G1	S. erinaceieuropaei
SPER_0001543901, SPER_0000018401	F18290_SPE_G1	S. erinaceieuropaei
SPER_0003577301, SPER_0000018601	F18291_SPE_G1	S. erinaceieuropaei
SPER_0000019001, SPER_0003922901	F18292_SPE_G1	S. erinaceieuropaei
SPER_0000019201, SPER_0003728101	F18293_SPE_G1	S. erinaceieuropaei
SPER_0000701101, SPER_0000020801, SPER_0002579701	F18294_SPE_G1	S. erinaceieuropaei
SPER_0003176401, SPER_0000021201	F18295_SPE_G1	S. erinaceieuropaei
SPER_0002671301, SPER_0000021701	F18296_SPE_G1	S. erinaceieuropaei
SPER_0001401901, SPER_0000022701	F18297_SPE_G1	S. erinaceieuropaei
SPER_0003661101, SPER_0000023301	F18298_SPE_G1	S. erinaceieuropaei
SPER_0003637101, SPER_0000024001	F18299_SPE_G1	S. erinaceieuropaei
SPER_0000106401, SPER_0000024201, SPER_0001829801	F18300_SPE_G1	S. erinaceieuropaei
SPER_0000024301, SPER_0002836801	F18301_SPE_G1	S. erinaceieuropaei
SPER_0001053401, SPER_0000025301	F18302_SPE_G1	S. erinaceieuropaei
SPER_0000025401, SPER_0000221401	F18303_SPE_G1	S. erinaceieuropaei
SPER_0001648801, SPER_0000026101	F18304_SPE_G1	S. erinaceieuropaei
SPER_0001551801, SPER_0000026701	F18305_SPE_G1	S. erinaceieuropaei
SPER_0000792001, SPER_0000027601	F18306_SPE_G1	S. erinaceieuropaei
SPER_0003863801, SPER_0000028801	F18307_SPE_G1	S. erinaceieuropaei
SPER_0003318601, SPER_0000029401	F18308_SPE_G1	S. erinaceieuropaei
SPER_0002887301, SPER_0000029801	F18309_SPE_G1	S. erinaceieuropaei
SPER_0003697801, SPER_0000030601	F18310_SPE_G1	S. erinaceieuropaei
SPER_0001411401, SPER_0000031701	F18311_SPE_G1	S. erinaceieuropaei
SPER_0000032101, SPER_0003582001	F18312_SPE_G1	S. erinaceieuropaei
SPER_0000032701, SPER_0003965401	F18313_SPE_G1	S. erinaceieuropaei
SPER_0003793901, SPER_0003804901, SPER_0003812601, SPER_0001516701, SPER_0002494001, SPER_0003092501, SPER_0000033001	F18314_SPE_G1	S. erinaceieuropaei
SPER_0000033101, SPER_0001127701	F18315_SPE_G1	S. erinaceieuropaei
SPER_0000033801, SPER_0000288701	F18316_SPE_G1	S. erinaceieuropaei
SPER_0000035601, SPER_0000774801	F18317_SPE_G1	S. erinaceieuropaei
SPER_0001368201, SPER_0000035901	F18318_SPE_G1	S. erinaceieuropaei
SPER_0000197101, SPER_0000036201	F18319_SPE_G1	S. erinaceieuropaei
SPER_0000037101, SPER_0003930301	F18320_SPE_G1	S. erinaceieuropaei
SPER_0000037201, SPER_0000574901	F18321_SPE_G1	S. erinaceieuropaei
SPER_0003635901, SPER_0000038401	F18322_SPE_G1	S. erinaceieuropaei
SPER_0000038801, SPER_0003882001	F18323_SPE_G1	S. erinaceieuropaei
SPER_0003938501, SPER_0000040101	F18324_SPE_G1	S. erinaceieuropaei
SPER_0001610901, SPER_0000040201	F18325_SPE_G1	S. erinaceieuropaei
SPER_0000041001, SPER_0000120301	F18326_SPE_G1	S. erinaceieuropaei
SPER_0003912101, SPER_0000041301	F18327_SPE_G1	S. erinaceieuropaei
SPER_0000041801, SPER_0000044801	F18328_SPE_G1	S. erinaceieuropaei
SPER_0000135601, SPER_0000106601, SPER_0000042201	F18329_SPE_G1	S. erinaceieuropaei
SPER_0000044201, SPER_0001784001	F18330_SPE_G1	S. erinaceieuropaei
SPER_0001852201, SPER_0000044901	F18331_SPE_G1	S. erinaceieuropaei
SPER_0000045001, SPER_0003282101, SPER_0002527201	F18332_SPE_G1	S. erinaceieuropaei
SPER_0000045101, SPER_0003211201	F18333_SPE_G1	S. erinaceieuropaei
SPER_0003411901, SPER_0001561701, SPER_0001935801, SPER_0000046501	F18334_SPE_G1	S. erinaceieuropaei
SPER_0000047101, SPER_0001643601	F18335_SPE_G1	S. erinaceieuropaei
SPER_0000047401, SPER_0002120501	F18336_SPE_G1	S. erinaceieuropaei
SPER_0000048101, SPER_0001622001	F18337_SPE_G1	S. erinaceieuropaei
SPER_0000048401, SPER_0001666201	F18338_SPE_G1	S. erinaceieuropaei
SPER_0003353501, SPER_0000048601	F18339_SPE_G1	S. erinaceieuropaei
SPER_0000048701, SPER_0002041901	F18340_SPE_G1	S. erinaceieuropaei
SPER_0001956201, SPER_0000049101	F18341_SPE_G1	S. erinaceieuropaei
SPER_0003892401, SPER_0000049501	F18342_SPE_G1	S. erinaceieuropaei
SPER_0000049701, SPER_0003914601	F18343_SPE_G1	S. erinaceieuropaei
SPER_0000064001, SPER_0000050101	F18344_SPE_G1	S. erinaceieuropaei
SPER_0002833101, SPER_0000050401	F18345_SPE_G1	S. erinaceieuropaei
SPER_0001060801, SPER_0000050701	F18346_SPE_G1	S. erinaceieuropaei
SPER_0000052401, SPER_0000135301	F18347_SPE_G1	S. erinaceieuropaei
SPER_0000052601, SPER_0002722101	F18348_SPE_G1	S. erinaceieuropaei
SPER_0000052701, SPER_0001052201	F18349_SPE_G1	S. erinaceieuropaei
SPER_0001676201, SPER_0000052901, SPER_0003520601	F18350_SPE_G1	S. erinaceieuropaei
SPER_0002656101, SPER_0000053101	F18351_SPE_G1	S. erinaceieuropaei
SPER_0000053801, SPER_0001618001	F18352_SPE_G1	S. erinaceieuropaei
SPER_0000055301, SPER_0001687001	F18353_SPE_G1	S. erinaceieuropaei
SPER_0000056901, SPER_0000055501	F18354_SPE_G1	S. erinaceieuropaei
SPER_0002786901, SPER_0000056301	F18355_SPE_G1	S. erinaceieuropaei
SPER_0000056501, SPER_0001982501	F18356_SPE_G1	S. erinaceieuropaei
SPER_0003479001, SPER_0000057301, SPER_0002870301	F18357_SPE_G1	S. erinaceieuropaei
SPER_0000058001, SPER_0000058901	F18358_SPE_G1	S. erinaceieuropaei
SPER_0003973801, SPER_0000058501	F18359_SPE_G1	S. erinaceieuropaei
SPER_0000348201, SPER_0000058801	F18360_SPE_G1	S. erinaceieuropaei
SPER_0003043601, SPER_0000059001, SPER_0001264001	F18361_SPE_G1	S. erinaceieuropaei
SPER_0000062901, SPER_0000059401	F18362_SPE_G1	S. erinaceieuropaei
SPER_0000059801, SPER_0001656601	F18363_SPE_G1	S. erinaceieuropaei
SPER_0001395601, SPER_0000060101	F18364_SPE_G1	S. erinaceieuropaei
SPER_0000060501, SPER_0002489101	F18365_SPE_G1	S. erinaceieuropaei
SPER_0000060701, SPER_0002870001	F18366_SPE_G1	S. erinaceieuropaei
SPER_0003589901, SPER_0000061301	F18367_SPE_G1	S. erinaceieuropaei
SPER_0000062001, SPER_0001310301	F18368_SPE_G1	S. erinaceieuropaei
SPER_0003285701, SPER_0000062101	F18369_SPE_G1	S. erinaceieuropaei
SPER_0000062501, SPER_0000127201	F18370_SPE_G1	S. erinaceieuropaei
SPER_0000063301, SPER_0001588701	F18371_SPE_G1	S. erinaceieuropaei
SPER_0001638601, SPER_0000942501, SPER_0000063501	F18372_SPE_G1	S. erinaceieuropaei
SPER_0000063601, SPER_0001020901	F18373_SPE_G1	S. erinaceieuropaei
SPER_0002222801, SPER_0003613401, SPER_0000063701	F18374_SPE_G1	S. erinaceieuropaei
SPER_0000064101, SPER_0002246701	F18375_SPE_G1	S. erinaceieuropaei
SPER_0000064501, SPER_0002034601	F18376_SPE_G1	S. erinaceieuropaei
SPER_0000065201, SPER_0001563101, SPER_0003849401	F18377_SPE_G1	S. erinaceieuropaei
SPER_0003932101, SPER_0000066001	F18378_SPE_G1	S. erinaceieuropaei
SPER_0000756401, SPER_0000066101	F18379_SPE_G1	S. erinaceieuropaei
SPER_0000067201, SPER_0003640201	F18380_SPE_G1	S. erinaceieuropaei
SPER_0000068101, SPER_0002607501	F18381_SPE_G1	S. erinaceieuropaei
SPER_0000068901, SPER_0002173501	F18382_SPE_G1	S. erinaceieuropaei
SPER_0003314201, SPER_0000069901	F18383_SPE_G1	S. erinaceieuropaei
SPER_0000072001, SPER_0002952701	F18384_SPE_G1	S. erinaceieuropaei
SPER_0003250201, SPER_0000072901	F18385_SPE_G1	S. erinaceieuropaei
SPER_0000073101, SPER_0003877701, SPER_0002037601	F18386_SPE_G1	S. erinaceieuropaei
SPER_0003013201, SPER_0000073201	F18387_SPE_G1	S. erinaceieuropaei
SPER_0001982701, SPER_0000074001	F18388_SPE_G1	S. erinaceieuropaei
SPER_0000075101, SPER_0001351501	F18389_SPE_G1	S. erinaceieuropaei
SPER_0001946601, SPER_0000075201	F18390_SPE_G1	S. erinaceieuropaei
SPER_0000075601, SPER_0003580601	F18391_SPE_G1	S. erinaceieuropaei
SPER_0000076701, SPER_0002715201	F18392_SPE_G1	S. erinaceieuropaei
SPER_0000076801, SPER_0002715401	F18393_SPE_G1	S. erinaceieuropaei
SPER_0003034601, SPER_0000077001	F18394_SPE_G1	S. erinaceieuropaei
SPER_0003122401, SPER_0000078001	F18395_SPE_G1	S. erinaceieuropaei
SPER_0000078301, SPER_0001716201	F18396_SPE_G1	S. erinaceieuropaei
SPER_0000428301, SPER_0000078701	F18397_SPE_G1	S. erinaceieuropaei
SPER_0000079401, SPER_0002526101	F18398_SPE_G1	S. erinaceieuropaei
SPER_0003784101, SPER_0000080101	F18399_SPE_G1	S. erinaceieuropaei
SPER_0003457801, SPER_0000080901	F18400_SPE_G1	S. erinaceieuropaei
SPER_0000873701, SPER_0000081301	F18401_SPE_G1	S. erinaceieuropaei
SPER_0000082001, SPER_0000252401, SPER_0001684701	F18402_SPE_G1	S. erinaceieuropaei
SPER_0000082201, SPER_0003931701	F18403_SPE_G1	S. erinaceieuropaei
SPER_0000082501, SPER_0003067501	F18404_SPE_G1	S. erinaceieuropaei
SPER_0000988501, SPER_0000082601, SPER_0001764401	F18405_SPE_G1	S. erinaceieuropaei
SPER_0003311201, SPER_0000082801	F18406_SPE_G1	S. erinaceieuropaei
SPER_0000083601, SPER_0003350001	F18407_SPE_G1	S. erinaceieuropaei
SPER_0000083701, SPER_0002200001	F18408_SPE_G1	S. erinaceieuropaei
SPER_0000083901, SPER_0003952601	F18409_SPE_G1	S. erinaceieuropaei
SPER_0000084001, SPER_0002099101	F18410_SPE_G1	S. erinaceieuropaei
SPER_0001657701, SPER_0002459901, SPER_0000084901	F18411_SPE_G1	S. erinaceieuropaei
SPER_0000085201, SPER_0001670901	F18412_SPE_G1	S. erinaceieuropaei
SPER_0001802501, SPER_0000085301, SPER_0001794501	F18413_SPE_G1	S. erinaceieuropaei
SPER_0001714901, SPER_0000085401	F18414_SPE_G1	S. erinaceieuropaei
SPER_0003752201, SPER_0003721601, SPER_0000085801	F18415_SPE_G1	S. erinaceieuropaei
SPER_0000085901, SPER_0000614801	F18416_SPE_G1	S. erinaceieuropaei
SPER_0000086001, SPER_0003465301	F18417_SPE_G1	S. erinaceieuropaei
SPER_0000086601, SPER_0002232901	F18418_SPE_G1	S. erinaceieuropaei
SPER_0000086701, SPER_0001387201	F18419_SPE_G1	S. erinaceieuropaei
SPER_0000295601, SPER_0000776701, SPER_0000522901, SPER_0002419701, SPER_0003925501, SPER_0001796901, SPER_0002346601, SPER_0002069201, SPER_0000087301, SPER_0000499301, SPER_0001796801, SPER_0000499401, SPER_0001696101	F18420_SPE_G1	S. erinaceieuropaei
SPER_0000088501, SPER_0001226401	F18421_SPE_G1	S. erinaceieuropaei
SPER_0000088801, SPER_0003800501	F18422_SPE_G1	S. erinaceieuropaei
SPER_0002105901, SPER_0000089001	F18423_SPE_G1	S. erinaceieuropaei
SPER_0000089801, SPER_0003330201	F18424_SPE_G1	S. erinaceieuropaei
SPER_0002517501, SPER_0000090001	F18425_SPE_G1	S. erinaceieuropaei
SPER_0001701001, SPER_0000090101	F18426_SPE_G1	S. erinaceieuropaei
SPER_0000090201, SPER_0002757701	F18427_SPE_G1	S. erinaceieuropaei
SPER_0003405801, SPER_0000090901, SPER_0000111801	F18428_SPE_G1	S. erinaceieuropaei
SPER_0000091501, SPER_0002801701	F18429_SPE_G1	S. erinaceieuropaei
SPER_0003957201, SPER_0000092301, SPER_0000536801	F18430_SPE_G1	S. erinaceieuropaei
SPER_0000092501, SPER_0001860901	F18431_SPE_G1	S. erinaceieuropaei
SPER_0002770201, SPER_0000092601, SPER_0002734901	F18432_SPE_G1	S. erinaceieuropaei
SPER_0003836101, SPER_0000092901	F18433_SPE_G1	S. erinaceieuropaei
SPER_0003828901, SPER_0000093301, SPER_0003974301	F18434_SPE_G1	S. erinaceieuropaei
SPER_0000093801, SPER_0003321701	F18435_SPE_G1	S. erinaceieuropaei
SPER_0000094801, SPER_0003402401, SPER_0003817001	F18436_SPE_G1	S. erinaceieuropaei
SPER_0000095601, SPER_0003502301	F18437_SPE_G1	S. erinaceieuropaei
SPER_0000324001, SPER_0003432901, SPER_0000096001, SPER_0003298901	F18438_SPE_G1	S. erinaceieuropaei
SPER_0001794801, SPER_0000096201	F18439_SPE_G1	S. erinaceieuropaei
SPER_0001423301, SPER_0000097301	F18440_SPE_G1	S. erinaceieuropaei
SPER_0000257701, SPER_0000097901	F18441_SPE_G1	S. erinaceieuropaei
SPER_0000471201, SPER_0000098201	F18442_SPE_G1	S. erinaceieuropaei
SPER_0000488601, SPER_0000098301	F18443_SPE_G1	S. erinaceieuropaei
SPER_0000098601, SPER_0002687401	F18444_SPE_G1	S. erinaceieuropaei
SPER_0000098801, SPER_0003384801, SPER_0001623501	F18445_SPE_G1	S. erinaceieuropaei
SPER_0000099101, SPER_0001697401	F18446_SPE_G1	S. erinaceieuropaei
SPER_0003589001, SPER_0002759401, SPER_0000230001, SPER_0001788101, SPER_0003709301, SPER_0002098401, SPER_0003865601, SPER_0001521101, SPER_0000099701	F18447_SPE_G1	S. erinaceieuropaei
SPER_0000785901, SPER_0000100101	F18448_SPE_G1	S. erinaceieuropaei
SPER_0000100201, SPER_0001096301	F18449_SPE_G1	S. erinaceieuropaei
SPER_0001349101, SPER_0000100401	F18450_SPE_G1	S. erinaceieuropaei
SPER_0000100701, SPER_0002865301	F18451_SPE_G1	S. erinaceieuropaei
SPER_0000248701, SPER_0000100901	F18452_SPE_G1	S. erinaceieuropaei
SPER_0000101301, SPER_0000873201	F18453_SPE_G1	S. erinaceieuropaei
SPER_0002025201, SPER_0000103501	F18454_SPE_G1	S. erinaceieuropaei
SPER_0002638101, SPER_0000103801, SPER_0001785401	F18455_SPE_G1	S. erinaceieuropaei
SPER_0001786201, SPER_0000104401	F18456_SPE_G1	S. erinaceieuropaei
SPER_0003172801, SPER_0000104701	F18457_SPE_G1	S. erinaceieuropaei
SPER_0000105201, SPER_0002021101	F18458_SPE_G1	S. erinaceieuropaei
SPER_0000105401, SPER_0002241701	F18459_SPE_G1	S. erinaceieuropaei
SPER_0001404001, SPER_0000105501, SPER_0003857701	F18460_SPE_G1	S. erinaceieuropaei
SPER_0002252101, SPER_0000106701	F18461_SPE_G1	S. erinaceieuropaei
SPER_0000107901, SPER_0001588201	F18462_SPE_G1	S. erinaceieuropaei
SPER_0001168401, SPER_0000108101	F18463_SPE_G1	S. erinaceieuropaei
SPER_0000109301, SPER_0003453201	F18464_SPE_G1	S. erinaceieuropaei
SPER_0001744801, SPER_0000109401	F18465_SPE_G1	S. erinaceieuropaei
SPER_0001833001, SPER_0000109701	F18466_SPE_G1	S. erinaceieuropaei
SPER_0002703301, SPER_0000109901	F18467_SPE_G1	S. erinaceieuropaei
SPER_0000110001, SPER_0002612301	F18468_SPE_G1	S. erinaceieuropaei
SPER_0000112001, SPER_0000649801	F18469_SPE_G1	S. erinaceieuropaei
SPER_0000112601, SPER_0000674401, SPER_0002026101, SPER_0000409101, SPER_0003933901, SPER_0002689701, SPER_0000475201	F18470_SPE_G1	S. erinaceieuropaei
SPER_0003129201, SPER_0001986201, SPER_0001523601, SPER_0003068901, SPER_0000113501	F18471_SPE_G1	S. erinaceieuropaei
SPER_0000113901, SPER_0000700401	F18472_SPE_G1	S. erinaceieuropaei
SPER_0000295001, SPER_0000114101	F18473_SPE_G1	S. erinaceieuropaei
SPER_0003116101, SPER_0000114301	F18474_SPE_G1	S. erinaceieuropaei
SPER_0001513801, SPER_0000115701, SPER_0001089301	F18475_SPE_G1	S. erinaceieuropaei
SPER_0001851701, SPER_0000116101	F18476_SPE_G1	S. erinaceieuropaei
SPER_0000827601, SPER_0000116701	F18477_SPE_G1	S. erinaceieuropaei
SPER_0000116901, SPER_0000121401	F18478_SPE_G1	S. erinaceieuropaei
SPER_0001840701, SPER_0000117401	F18479_SPE_G1	S. erinaceieuropaei
SPER_0001086101, SPER_0000117701	F18480_SPE_G1	S. erinaceieuropaei
SPER_0000118601, SPER_0000579301	F18481_SPE_G1	S. erinaceieuropaei
SPER_0003344301, SPER_0000118701	F18482_SPE_G1	S. erinaceieuropaei
SPER_0000118801, SPER_0002865801	F18483_SPE_G1	S. erinaceieuropaei
SPER_0002565901, SPER_0001285101, SPER_0002057201, SPER_0003387501, SPER_0000119001	F18484_SPE_G1	S. erinaceieuropaei
SPER_0000119201, SPER_0002771101	F18485_SPE_G1	S. erinaceieuropaei
SPER_0000119401, SPER_0003884701	F18486_SPE_G1	S. erinaceieuropaei
SPER_0000119501, SPER_0003571301, SPER_0002391701, SPER_0001425201, SPER_0001459001	F18487_SPE_G1	S. erinaceieuropaei
SPER_0000120101, SPER_0002030601	F18488_SPE_G1	S. erinaceieuropaei
SPER_0000120401, SPER_0001927301	F18489_SPE_G1	S. erinaceieuropaei
SPER_0000120701, SPER_0002149501	F18490_SPE_G1	S. erinaceieuropaei
SPER_0003819801, SPER_0000120801	F18491_SPE_G1	S. erinaceieuropaei
SPER_0000122001, SPER_0003552801	F18492_SPE_G1	S. erinaceieuropaei
SPER_0001674201, SPER_0000122601	F18493_SPE_G1	S. erinaceieuropaei
SPER_0000123201, SPER_0003102501	F18494_SPE_G1	S. erinaceieuropaei
SPER_0001360301, SPER_0003641401, SPER_0000125001	F18495_SPE_G1	S. erinaceieuropaei
SPER_0001631101, SPER_0000125601	F18496_SPE_G1	S. erinaceieuropaei
SPER_0000161801, SPER_0003289201, SPER_0000125701	F18497_SPE_G1	S. erinaceieuropaei
SPER_0000126001, SPER_0000229001	F18498_SPE_G1	S. erinaceieuropaei
SPER_0002615101, SPER_0000126101, SPER_0003448301	F18499_SPE_G1	S. erinaceieuropaei
SPER_0000266301, SPER_0000127601	F18500_SPE_G1	S. erinaceieuropaei
SPER_0001968401, SPER_0000128401	F18501_SPE_G1	S. erinaceieuropaei
SPER_0000128601, SPER_0001903001	F18502_SPE_G1	S. erinaceieuropaei
SPER_0001718201, SPER_0000128701	F18503_SPE_G1	S. erinaceieuropaei
SPER_0001791901, SPER_0000128801	F18504_SPE_G1	S. erinaceieuropaei
SPER_0001310801, SPER_0000130401	F18505_SPE_G1	S. erinaceieuropaei
SPER_0001491901, SPER_0000130501	F18506_SPE_G1	S. erinaceieuropaei
SPER_0000133601, SPER_0001925701	F18507_SPE_G1	S. erinaceieuropaei
SPER_0003468801, SPER_0000133801	F18508_SPE_G1	S. erinaceieuropaei
SPER_0001788201, SPER_0000133901	F18509_SPE_G1	S. erinaceieuropaei
SPER_0000134301, SPER_0003939401	F18510_SPE_G1	S. erinaceieuropaei
SPER_0000134901, SPER_0001758301, SPER_0002950101	F18511_SPE_G1	S. erinaceieuropaei
SPER_0000135201, SPER_0002458701	F18512_SPE_G1	S. erinaceieuropaei
SPER_0000136601, SPER_0000387901	F18513_SPE_G1	S. erinaceieuropaei
SPER_0000575601, SPER_0000137101	F18514_SPE_G1	S. erinaceieuropaei
SPER_0000137201, SPER_0003646801	F18515_SPE_G1	S. erinaceieuropaei
SPER_0003179001, SPER_0000137901	F18516_SPE_G1	S. erinaceieuropaei
SPER_0002193701, SPER_0000138301	F18517_SPE_G1	S. erinaceieuropaei
SPER_0001799801, SPER_0000138501	F18518_SPE_G1	S. erinaceieuropaei
SPER_0000138901, SPER_0000972601	F18519_SPE_G1	S. erinaceieuropaei
SPER_0000139501, SPER_0003606601	F18520_SPE_G1	S. erinaceieuropaei
SPER_0000830001, SPER_0000139601	F18521_SPE_G1	S. erinaceieuropaei
SPER_0000139901, SPER_0000828601	F18522_SPE_G1	S. erinaceieuropaei
